No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,season,CO/10
7382,2014,1,2,13,95.0,147.0,100.0,84.0,3000.0,8.0,7.4,1010.3,-5.3,0.0,E,0.5,Guanyuan,Musim Dingin,300.0
7383,2014,1,2,14,98.0,149.0,93.0,92.0,2900.0,8.0,7.9,1009.7,-5.2,0.0,WNW,1.3,Guanyuan,Musim Dingin,290.0
7384,2014,1,2,15,103.0,147.0,85.0,98.0,2700.0,8.0,7.0,1009.9,-5.4,0.0,SSE,0.0,Guanyuan,Musim Dingin,270.0
7385,2014,1,2,16,110.0,170.0,81.0,113.0,3100.0,1.0,3.7,1009.9,-5.5,0.0,WSW,1.6,Guanyuan,Musim Dingin,310.0
7386,2014,1,2,17,118.0,195.0,77.0,124.0,3500.0,1.0,2.0,1010.5,-5.2,0.0,WSW,0.5,Guanyuan,Musim Dingin,350.0
7387,2014,1,2,18,132.0,205.0,81.0,128.0,3600.0,1.0,0.6,1010.4,-5.4,0.0,E,0.0,Guanyuan,Musim Dingin,360.0
7388,2014,1,2,19,147.0,230.0,88.0,131.0,4100.0,1.0,1.4,1010.8,-4.9,0.0,NE,1.1,Guanyuan,Musim Dingin,410.0
7389,2014,1,2,20,148.0,232.0,91.0,131.0,4200.0,1.0,3.5,1011.5,-4.9,0.0,NE,1.3,Guanyuan,Musim Dingin,420.0
7390,2014,1,2,21,155.0,239.0,90.0,131.0,4600.0,1.0,2.8,1011.8,-5.1,0.0,E,0.0,Guanyuan,Musim Dingin,460.0
7391,2014,1,2,22,168.0,256.0,147.0,130.0,4800.0,1.0,0.5,1012.1,-4.7,0.0,NNE,1.3,Guanyuan,Musim Dingin,480.0
7392,2014,1,2,23,170.0,253.0,155.0,131.0,4800.0,1.0,3.1,1012.2,-5.1,0.0,E,0.2,Guanyuan,Musim Dingin,480.0
7393,2014,1,3,0,168.0,233.0,128.0,128.0,4600.0,1.0,4.1,1012.8,-7.7,0.0,NE,1.7,Guanyuan,Musim Dingin,460.0
7394,2014,1,3,1,147.0,200.0,116.0,112.0,3800.0,1.0,6.2,1013.1,-11.0,0.0,N,2.4,Guanyuan,Musim Dingin,380.0
7395,2014,1,3,2,91.0,126.0,77.0,94.0,2500.0,1.0,5.9,1013.7,-11.7,0.0,NE,2.0,Guanyuan,Musim Dingin,250.0
7396,2014,1,3,3,37.0,97.0,42.0,51.0,500.0,12.0,5.2,1014.0,-11.9,0.0,NE,2.6,Guanyuan,Musim Dingin,50.0
7397,2014,1,3,4,29.0,151.0,38.0,51.0,500.0,24.0,5.3,1014.2,-12.2,0.0,N,3.1,Guanyuan,Musim Dingin,50.0
7398,2014,1,3,5,29.0,151.0,32.0,35.0,500.0,40.0,4.6,1014.5,-12.4,0.0,N,3.0,Guanyuan,Musim Dingin,50.0
7399,2014,1,3,6,32.0,154.0,17.0,27.0,500.0,48.0,3.7,1015.7,-12.3,0.0,NNE,4.3,Guanyuan,Musim Dingin,50.0
7400,2014,1,3,7,32.0,155.0,24.0,38.0,600.0,35.0,3.4,1016.9,-12.2,0.0,N,3.2,Guanyuan,Musim Dingin,60.0
7401,2014,1,3,8,30.0,135.0,34.0,48.0,600.0,24.0,4.1,1018.2,-12.0,0.0,NNE,2.2,Guanyuan,Musim Dingin,60.0
7402,2014,1,3,9,28.0,114.0,25.0,44.0,600.0,28.0,5.9,1018.8,-11.7,0.0,NE,3.1,Guanyuan,Musim Dingin,60.0
7403,2014,1,3,10,28.0,113.0,24.0,44.0,600.0,28.0,6.7,1018.6,-12.0,0.0,NE,2.9,Guanyuan,Musim Dingin,60.0
7404,2014,1,3,11,23.0,100.0,23.0,38.0,600.0,36.0,7.4,1017.5,-11.9,0.0,NE,2.0,Guanyuan,Musim Dingin,60.0
7405,2014,1,3,12,25.0,87.0,24.0,36.0,600.0,42.0,8.5,1016.3,-11.5,0.0,ENE,2.0,Guanyuan,Musim Dingin,60.0
7406,2014,1,3,13,9.0,6.0,14.0,30.0,400.0,55.0,9.0,1015.7,-11.6,0.0,NE,2.7,Guanyuan,Musim Dingin,40.0
7407,2014,1,3,14,19.0,28.0,12.0,29.0,400.0,59.0,9.5,1015.8,-11.2,0.0,NE,3.4,Guanyuan,Musim Dingin,40.0
7408,2014,1,3,15,19.0,41.0,12.0,31.0,400.0,58.0,8.9,1016.1,-11.7,0.0,ENE,2.5,Guanyuan,Musim Dingin,40.0
7409,2014,1,3,16,16.0,39.0,12.0,33.0,400.0,56.0,6.0,1016.6,-11.2,0.0,E,1.2,Guanyuan,Musim Dingin,40.0
7410,2014,1,3,17,12.0,45.0,11.0,50.0,500.0,37.0,3.1,1017.5,-11.6,0.0,SSE,0.6,Guanyuan,Musim Dingin,50.0
7411,2014,1,3,18,21.0,62.0,14.0,72.0,700.0,9.0,0.1,1017.9,-9.9,0.0,W,0.9,Guanyuan,Musim Dingin,70.0
7412,2014,1,3,19,30.0,74.0,17.0,86.0,1000.0,1.0,-1.5,1018.7,-8.7,0.0,S,0.5,Guanyuan,Musim Dingin,100.0
7413,2014,1,3,20,43.0,103.0,34.0,90.0,1500.0,1.0,-2.2,1018.7,-9.1,0.0,W,0.7,Guanyuan,Musim Dingin,150.0
7414,2014,1,3,21,43.0,103.0,34.0,90.0,1500.0,1.0,-2.7,1018.6,-8.0,0.0,WNW,0.9,Guanyuan,Musim Dingin,150.0
7415,2014,1,3,22,61.0,115.0,48.0,91.0,1800.0,1.0,-2.6,1019.0,-8.7,0.0,WSW,1.8,Guanyuan,Musim Dingin,180.0
7416,2014,1,3,23,90.0,150.0,56.0,86.0,2200.0,1.0,-1.1,1019.1,-7.5,0.0,SSW,1.5,Guanyuan,Musim Dingin,220.0
7417,2014,1,4,0,81.0,128.0,44.0,79.0,1800.0,1.0,-0.9,1018.8,-7.3,0.0,NNE,0.8,Guanyuan,Musim Dingin,180.0
7418,2014,1,4,1,81.0,112.0,32.0,72.0,1800.0,1.0,-1.1,1019.2,-7.9,0.0,NE,1.4,Guanyuan,Musim Dingin,180.0
7419,2014,1,4,2,78.0,106.0,23.0,68.0,1900.0,1.0,-1.8,1019.5,-6.0,0.0,NNE,1.4,Guanyuan,Musim Dingin,190.0
7420,2014,1,4,3,71.0,106.0,17.0,65.0,2000.0,1.0,-2.4,1019.0,-5.5,0.0,NNW,1.3,Guanyuan,Musim Dingin,200.0
7421,2014,1,4,4,75.0,102.0,19.0,65.0,2100.0,1.0,-2.0,1018.6,-4.7,0.0,NE,1.0,Guanyuan,Musim Dingin,210.0
7422,2014,1,4,5,74.0,117.0,30.0,69.0,2500.0,1.0,-3.1,1018.5,-5.1,0.0,ENE,1.2,Guanyuan,Musim Dingin,250.0
7423,2014,1,4,6,63.0,105.0,25.0,69.0,2100.0,1.0,-2.2,1018.4,-4.2,0.0,ENE,1.3,Guanyuan,Musim Dingin,210.0
7424,2014,1,4,7,67.0,103.0,38.0,71.0,2100.0,1.0,-1.3,1018.7,-4.5,0.0,ENE,1.4,Guanyuan,Musim Dingin,210.0
7425,2014,1,4,8,71.0,119.0,37.0,73.0,2400.0,1.0,-0.9,1018.9,-5.3,0.0,NE,1.7,Guanyuan,Musim Dingin,240.0
7426,2014,1,4,9,97.0,146.0,26.0,71.0,2100.0,1.0,0.0,1018.8,-5.4,0.0,NE,1.3,Guanyuan,Musim Dingin,210.0
7427,2014,1,4,10,106.0,344.0,33.0,73.0,2300.0,1.0,0.8,1017.9,-4.6,0.0,NNE,1.7,Guanyuan,Musim Dingin,230.0
7428,2014,1,4,11,114.0,177.0,44.0,75.0,2200.0,1.0,1.3,1016.5,-4.6,0.0,NE,2.1,Guanyuan,Musim Dingin,220.0
7429,2014,1,4,12,124.0,168.0,57.0,80.0,2400.0,1.0,2.0,1015.1,-4.1,0.0,NE,2.3,Guanyuan,Musim Dingin,240.0
7430,2014,1,4,13,142.0,188.0,56.0,84.0,2500.0,2.0,2.1,1014.4,-4.0,0.0,ENE,1.5,Guanyuan,Musim Dingin,250.0
7431,2014,1,4,14,145.0,187.0,51.0,87.0,2300.0,3.0,2.0,1014.1,-4.1,0.0,NE,1.4,Guanyuan,Musim Dingin,230.0
7432,2014,1,4,15,145.0,187.0,51.0,87.0,2300.0,2.0,1.6,1014.1,-4.3,0.0,ENE,1.4,Guanyuan,Musim Dingin,230.0
7433,2014,1,4,16,156.0,201.0,40.0,98.0,2500.0,1.0,0.7,1014.2,-4.3,0.0,NE,1.2,Guanyuan,Musim Dingin,250.0
7434,2014,1,4,17,154.0,204.0,34.0,100.0,2600.0,1.0,-0.4,1014.6,-4.7,0.0,NE,0.6,Guanyuan,Musim Dingin,260.0
7435,2014,1,4,18,161.0,210.0,33.0,101.0,2600.0,1.0,-2.4,1014.6,-5.1,0.0,WNW,0.7,Guanyuan,Musim Dingin,260.0
7436,2014,1,4,19,161.0,210.0,33.0,101.0,2700.0,1.0,-3.1,1014.8,-5.1,0.0,ENE,0.4,Guanyuan,Musim Dingin,270.0
7437,2014,1,4,20,157.0,206.0,58.0,99.0,2800.0,1.0,-1.7,1015.1,-4.5,0.0,NE,1.6,Guanyuan,Musim Dingin,280.0
7438,2014,1,4,21,142.0,188.0,52.0,93.0,2800.0,1.0,-2.1,1015.3,-5.3,0.0,ENE,1.3,Guanyuan,Musim Dingin,280.0
7439,2014,1,4,22,142.0,188.0,52.0,93.0,2800.0,1.0,-2.0,1015.6,-5.2,0.0,NE,1.2,Guanyuan,Musim Dingin,280.0
7440,2014,1,4,23,147.0,196.0,103.0,93.0,3000.0,1.0,-2.5,1015.7,-5.6,0.0,ENE,1.3,Guanyuan,Musim Dingin,300.0
7441,2014,1,5,0,142.0,180.0,66.0,93.0,2700.0,1.0,-3.3,1015.8,-5.5,0.0,ENE,1.5,Guanyuan,Musim Dingin,270.0
7442,2014,1,5,1,143.0,178.0,90.0,94.0,2600.0,1.0,-3.1,1016.2,-5.7,0.0,ENE,1.3,Guanyuan,Musim Dingin,260.0
7443,2014,1,5,2,141.0,177.0,93.0,95.0,2700.0,1.0,-3.0,1016.9,-5.6,0.0,ENE,1.6,Guanyuan,Musim Dingin,270.0
7444,2014,1,5,3,143.0,179.0,71.0,95.0,2800.0,1.0,-4.7,1016.8,-6.5,0.0,ENE,1.8,Guanyuan,Musim Dingin,280.0
7445,2014,1,5,4,148.0,187.0,47.0,95.0,3300.0,1.0,-2.6,1016.8,-5.7,0.0,ENE,1.6,Guanyuan,Musim Dingin,330.0
7446,2014,1,5,5,128.0,176.0,67.0,92.0,3100.0,1.0,-2.2,1017.2,-6.8,0.0,ENE,1.9,Guanyuan,Musim Dingin,310.0
7447,2014,1,5,6,118.0,144.0,65.0,89.0,2800.0,1.0,-4.5,1017.8,-7.8,0.0,NE,1.2,Guanyuan,Musim Dingin,280.0
7448,2014,1,5,7,89.0,118.0,54.0,85.0,2300.0,1.0,-5.3,1018.6,-7.6,0.0,NNE,1.2,Guanyuan,Musim Dingin,230.0
7449,2014,1,5,8,71.0,103.0,52.0,81.0,1800.0,1.0,-1.6,1019.5,-8.1,0.0,NE,1.6,Guanyuan,Musim Dingin,180.0
7450,2014,1,5,9,62.0,92.0,46.0,77.0,1800.0,1.0,2.7,1020.1,-9.3,0.0,NNW,1.8,Guanyuan,Musim Dingin,180.0
7451,2014,1,5,10,47.0,71.0,44.0,68.0,1400.0,5.0,4.8,1019.8,-11.8,0.0,NE,2.8,Guanyuan,Musim Dingin,140.0
7452,2014,1,5,11,38.0,85.0,36.0,53.0,1000.0,21.0,5.4,1019.1,-11.7,0.0,ENE,2.9,Guanyuan,Musim Dingin,100.0
7453,2014,1,5,12,18.0,25.0,17.0,33.0,500.0,43.0,6.4,1018.6,-11.8,0.0,NE,2.3,Guanyuan,Musim Dingin,50.0
7454,2014,1,5,13,16.0,21.0,14.0,29.0,500.0,52.0,7.1,1018.0,-12.2,0.0,NE,2.1,Guanyuan,Musim Dingin,50.0
7455,2014,1,5,14,20.0,23.0,15.0,29.0,500.0,55.0,7.3,1018.1,-11.5,0.0,E,1.6,Guanyuan,Musim Dingin,50.0
7456,2014,1,5,15,25.0,41.0,15.0,37.0,600.0,51.0,7.4,1018.5,-11.4,0.0,ESE,1.2,Guanyuan,Musim Dingin,60.0
7457,2014,1,5,16,19.0,31.0,14.0,32.0,500.0,54.0,3.3,1018.5,-11.9,0.0,SW,1.3,Guanyuan,Musim Dingin,50.0
7458,2014,1,5,17,19.0,21.0,13.0,33.0,500.0,52.0,-0.3,1018.6,-11.4,0.0,SSW,0.8,Guanyuan,Musim Dingin,50.0
7459,2014,1,5,18,29.0,49.0,18.0,73.0,900.0,10.0,-1.2,1019.3,-10.8,0.0,W,0.9,Guanyuan,Musim Dingin,90.0
7460,2014,1,5,19,37.0,63.0,23.0,74.0,1000.0,10.0,0.4,1019.7,-10.2,0.0,SW,1.6,Guanyuan,Musim Dingin,100.0
7461,2014,1,5,20,36.0,56.0,28.0,83.0,1000.0,3.0,-2.0,1020.3,-10.1,0.0,SW,1.0,Guanyuan,Musim Dingin,100.0
7462,2014,1,5,21,55.0,81.0,35.0,91.0,1300.0,1.0,1.1,1021.1,-6.3,0.0,SW,2.2,Guanyuan,Musim Dingin,130.0
7463,2014,1,5,22,110.0,186.0,65.0,98.0,3300.0,1.0,-0.1,1021.6,-4.5,0.0,SW,2.9,Guanyuan,Musim Dingin,330.0
7464,2014,1,5,23,129.0,178.0,59.0,94.0,3800.0,1.0,-1.0,1021.7,-4.0,0.0,SW,1.1,Guanyuan,Musim Dingin,380.0
7465,2014,1,6,0,128.0,159.0,46.0,81.0,2800.0,1.0,-0.4,1021.5,-3.1,0.0,SSW,1.6,Guanyuan,Musim Dingin,280.0
7466,2014,1,6,1,112.0,128.0,29.0,70.0,2000.0,1.0,-0.2,1021.7,-2.7,0.0,SSW,2.9,Guanyuan,Musim Dingin,200.0
7467,2014,1,6,2,106.0,114.0,24.0,61.0,1600.0,3.0,-0.3,1021.6,-2.7,0.0,SW,2.4,Guanyuan,Musim Dingin,160.0
7468,2014,1,6,3,114.0,122.0,26.0,68.0,1700.0,1.0,-0.4,1021.2,-2.9,0.0,SW,2.1,Guanyuan,Musim Dingin,170.0
7469,2014,1,6,4,112.0,112.0,26.0,28.0,1700.0,1.0,-0.4,1020.9,-3.4,0.0,SW,3.0,Guanyuan,Musim Dingin,170.0
7470,2014,1,6,5,93.0,95.0,29.0,50.0,1500.0,10.0,-0.4,1021.1,-3.4,0.0,SW,2.8,Guanyuan,Musim Dingin,150.0
7471,2014,1,6,6,94.0,94.0,31.0,52.0,1400.0,8.0,-0.3,1021.1,-4.2,0.0,SSW,2.1,Guanyuan,Musim Dingin,140.0
7472,2014,1,6,7,86.0,84.0,34.0,44.0,1300.0,11.0,-0.2,1021.1,-4.3,0.0,SSW,2.4,Guanyuan,Musim Dingin,130.0
7473,2014,1,6,8,88.0,87.0,35.0,48.0,1300.0,8.0,-0.2,1021.3,-4.1,0.0,SW,2.1,Guanyuan,Musim Dingin,130.0
7474,2014,1,6,9,89.0,99.0,37.0,53.0,1400.0,5.0,-0.2,1022.0,-3.9,0.0,WSW,2.3,Guanyuan,Musim Dingin,140.0
7475,2014,1,6,10,108.0,120.0,38.0,58.0,1600.0,4.0,-0.1,1021.2,-4.4,0.0,SW,1.6,Guanyuan,Musim Dingin,160.0
7476,2014,1,6,11,97.0,107.0,35.0,54.0,1400.0,12.0,-0.2,1020.1,-4.3,0.0,WSW,2.1,Guanyuan,Musim Dingin,140.0
7477,2014,1,6,12,106.0,105.0,37.0,52.0,1400.0,17.0,-0.1,1018.9,-4.0,0.0,WSW,2.1,Guanyuan,Musim Dingin,140.0
7478,2014,1,6,13,114.0,117.0,38.0,54.0,1400.0,17.0,0.1,1018.2,-4.0,0.0,W,1.5,Guanyuan,Musim Dingin,140.0
7479,2014,1,6,14,132.0,131.0,43.0,59.0,1500.0,17.0,0.1,1018.0,-4.2,0.0,W,1.1,Guanyuan,Musim Dingin,150.0
7480,2014,1,6,15,135.0,143.0,44.0,59.0,1600.0,19.0,-0.1,1018.0,-4.7,0.0,WNW,1.0,Guanyuan,Musim Dingin,160.0
7481,2014,1,6,16,136.0,143.0,45.0,64.0,1600.0,16.0,-1.1,1018.2,-4.8,0.0,W,0.9,Guanyuan,Musim Dingin,160.0
7482,2014,1,6,17,139.0,149.0,41.0,74.0,1700.0,7.0,-2.9,1018.0,-5.5,0.0,WSW,0.8,Guanyuan,Musim Dingin,170.0
7483,2014,1,6,18,142.0,155.0,38.0,80.0,1900.0,1.0,-2.9,1018.6,-4.8,0.0,W,0.9,Guanyuan,Musim Dingin,190.0
7484,2014,1,6,19,145.0,163.0,40.0,82.0,2000.0,1.0,-3.0,1018.7,-4.9,0.0,W,0.7,Guanyuan,Musim Dingin,200.0
7485,2014,1,6,20,155.0,174.0,43.0,82.0,2200.0,1.0,-2.5,1018.6,-4.5,0.0,WSW,0.6,Guanyuan,Musim Dingin,220.0
7486,2014,1,6,21,159.0,177.0,48.0,84.0,2200.0,1.0,-2.3,1018.8,-4.5,0.0,WNW,0.6,Guanyuan,Musim Dingin,220.0
7487,2014,1,6,22,163.0,177.0,50.0,85.0,2400.0,1.0,-2.0,1018.7,-4.2,0.0,NW,0.8,Guanyuan,Musim Dingin,240.0
7488,2014,1,6,23,163.0,177.0,49.0,87.0,2600.0,1.0,-1.9,1018.2,-4.1,0.0,NE,0.0,Guanyuan,Musim Dingin,260.0
7489,2014,1,7,0,177.0,199.0,62.0,90.0,3000.0,1.0,-0.9,1018.3,-3.6,0.0,NNE,1.4,Guanyuan,Musim Dingin,300.0
7490,2014,1,7,1,184.0,219.0,71.0,92.0,3400.0,1.0,-1.2,1018.5,-3.2,0.0,NE,0.9,Guanyuan,Musim Dingin,340.0
7491,2014,1,7,2,195.0,221.0,63.0,92.0,3500.0,1.0,-1.4,1018.6,-3.3,0.0,NE,0.9,Guanyuan,Musim Dingin,350.0
7492,2014,1,7,3,210.0,242.0,71.0,94.0,4000.0,1.0,-1.3,1018.8,-3.2,0.0,NE,1.4,Guanyuan,Musim Dingin,400.0
7493,2014,1,7,4,212.0,244.0,70.0,95.0,4200.0,1.0,-0.9,1018.5,-3.3,0.0,NE,1.1,Guanyuan,Musim Dingin,420.0
7494,2014,1,7,5,219.0,241.0,59.0,94.0,4000.0,1.0,-1.6,1018.6,-3.8,0.0,NE,1.6,Guanyuan,Musim Dingin,400.0
7495,2014,1,7,6,193.0,204.0,58.0,89.0,3100.0,1.0,-1.9,1018.8,-3.8,0.0,NE,1.3,Guanyuan,Musim Dingin,310.0
7496,2014,1,7,7,178.0,191.0,51.0,88.0,2900.0,1.0,-1.8,1019.9,-3.8,0.0,NE,1.0,Guanyuan,Musim Dingin,290.0
7497,2014,1,7,8,174.0,197.0,56.0,89.0,2900.0,1.0,-1.5,1021.1,-3.9,0.0,NNE,0.8,Guanyuan,Musim Dingin,290.0
7498,2014,1,7,9,172.0,192.0,76.0,87.0,3100.0,1.0,3.7,1021.3,-11.1,0.0,NE,3.0,Guanyuan,Musim Dingin,310.0
7499,2014,1,7,10,104.0,125.0,76.0,78.0,2200.0,5.0,3.9,1021.3,-12.1,0.0,NE,4.2,Guanyuan,Musim Dingin,220.0
7500,2014,1,7,11,40.0,79.0,38.0,50.0,900.0,28.0,4.6,1020.5,-12.4,0.0,NE,4.8,Guanyuan,Musim Dingin,90.0
7501,2014,1,7,12,40.0,79.0,38.0,50.0,900.0,42.0,5.1,1019.8,-12.4,0.0,ENE,3.1,Guanyuan,Musim Dingin,90.0
7502,2014,1,7,13,23.0,34.0,25.0,35.0,500.0,51.0,5.8,1019.8,-12.8,0.0,NNE,3.8,Guanyuan,Musim Dingin,50.0
7503,2014,1,7,14,20.0,28.0,20.0,33.0,500.0,55.0,5.8,1020.2,-14.3,0.0,NNW,3.5,Guanyuan,Musim Dingin,50.0
7504,2014,1,7,15,20.0,41.0,19.0,33.0,500.0,55.0,5.4,1020.7,-14.7,0.0,N,3.5,Guanyuan,Musim Dingin,50.0
7505,2014,1,7,16,21.0,38.0,19.0,39.0,500.0,47.0,4.9,1021.7,-15.7,0.0,N,2.3,Guanyuan,Musim Dingin,50.0
7506,2014,1,7,17,21.0,32.0,17.0,51.0,600.0,33.0,4.0,1022.4,-17.0,0.0,NNW,2.2,Guanyuan,Musim Dingin,60.0
7507,2014,1,7,18,14.0,29.0,15.0,50.0,600.0,33.0,3.9,1023.3,-17.1,0.0,N,1.8,Guanyuan,Musim Dingin,60.0
7508,2014,1,7,19,21.0,30.0,15.0,56.0,600.0,27.0,2.9,1024.4,-19.2,0.0,NNE,2.5,Guanyuan,Musim Dingin,60.0
7509,2014,1,7,20,19.0,35.0,31.0,62.0,700.0,21.0,2.2,1025.2,-20.4,0.0,NE,1.8,Guanyuan,Musim Dingin,70.0
7510,2014,1,7,21,16.0,23.0,47.0,60.0,600.0,24.0,1.2,1026.6,-19.3,0.0,NNE,2.1,Guanyuan,Musim Dingin,60.0
7511,2014,1,7,22,12.0,23.0,13.0,45.0,400.0,38.0,0.1,1026.4,-18.1,0.0,NNE,2.0,Guanyuan,Musim Dingin,40.0
7512,2014,1,7,23,14.0,20.0,11.0,37.0,400.0,41.0,-0.5,1025.8,-18.6,0.0,NE,2.0,Guanyuan,Musim Dingin,40.0
7513,2014,1,8,0,10.0,17.0,6.0,30.0,400.0,46.0,-1.6,1026.8,-19.6,0.0,ENE,1.6,Guanyuan,Musim Dingin,40.0
7514,2014,1,8,1,8.0,21.0,9.0,33.0,400.0,42.0,-1.6,1026.9,-19.6,0.0,NNE,2.7,Guanyuan,Musim Dingin,40.0
7515,2014,1,8,2,7.0,14.0,7.0,31.0,400.0,42.0,-2.0,1027.3,-19.5,0.0,NNE,2.6,Guanyuan,Musim Dingin,40.0
7516,2014,1,8,3,12.0,13.0,8.0,31.0,400.0,41.0,-2.5,1027.3,-19.0,0.0,NNE,2.7,Guanyuan,Musim Dingin,40.0
7517,2014,1,8,4,10.0,11.0,8.0,24.0,300.0,47.0,-3.1,1027.3,-19.1,0.0,NE,3.3,Guanyuan,Musim Dingin,30.0
7518,2014,1,8,5,13.0,16.0,7.0,24.0,400.0,45.0,-4.0,1027.7,-18.3,0.0,NE,1.9,Guanyuan,Musim Dingin,40.0
7519,2014,1,8,6,13.0,16.0,7.0,24.0,400.0,43.0,-3.8,1028.3,-18.1,0.0,NE,2.3,Guanyuan,Musim Dingin,40.0
7520,2014,1,8,7,13.0,22.0,13.0,36.0,500.0,29.0,-4.4,1029.0,-18.3,0.0,NE,2.1,Guanyuan,Musim Dingin,50.0
7521,2014,1,8,8,11.0,30.0,14.0,47.0,600.0,17.0,-3.6,1029.8,-17.6,0.0,NNE,2.9,Guanyuan,Musim Dingin,60.0
7522,2014,1,8,9,16.0,28.0,14.0,42.0,600.0,21.0,-2.4,1030.0,-18.1,0.0,N,3.7,Guanyuan,Musim Dingin,60.0
7523,2014,1,8,10,16.0,28.0,14.0,42.0,600.0,29.0,-1.0,1029.4,-18.6,0.0,N,3.9,Guanyuan,Musim Dingin,60.0
7524,2014,1,8,11,20.0,27.0,22.0,30.0,600.0,37.0,-0.4,1028.2,-19.6,0.0,NE,3.6,Guanyuan,Musim Dingin,60.0
7525,2014,1,8,12,22.0,20.0,15.0,22.0,500.0,49.0,0.0,1027.1,-20.3,0.0,NNE,2.6,Guanyuan,Musim Dingin,50.0
7526,2014,1,8,13,15.0,14.0,11.0,21.0,400.0,56.0,0.4,1026.1,-20.6,0.0,NE,2.7,Guanyuan,Musim Dingin,40.0
7527,2014,1,8,14,10.0,16.0,7.0,21.0,400.0,59.0,0.5,1026.1,-21.1,0.0,N,2.4,Guanyuan,Musim Dingin,40.0
7528,2014,1,8,15,14.0,16.0,7.0,24.0,400.0,57.0,0.5,1026.2,-22.5,0.0,NNW,3.3,Guanyuan,Musim Dingin,40.0
7529,2014,1,8,16,16.0,36.0,7.0,24.0,400.0,57.0,-1.0,1026.6,-22.4,0.0,NW,5.1,Guanyuan,Musim Dingin,40.0
7530,2014,1,8,17,11.0,76.0,3.0,22.0,400.0,60.0,-1.5,1027.2,-21.6,0.0,NW,3.1,Guanyuan,Musim Dingin,40.0
7531,2014,1,8,18,11.0,60.0,6.0,28.0,400.0,51.0,-1.7,1027.4,-21.8,0.0,NW,1.8,Guanyuan,Musim Dingin,40.0
7532,2014,1,8,19,17.0,38.0,12.0,35.0,500.0,41.0,-2.2,1027.8,-21.6,0.0,NW,2.3,Guanyuan,Musim Dingin,50.0
7533,2014,1,8,20,18.0,35.0,16.0,40.0,600.0,32.0,-2.3,1027.9,-21.2,0.0,NNW,2.0,Guanyuan,Musim Dingin,60.0
7534,2014,1,8,21,18.0,33.0,16.0,47.0,700.0,25.0,-2.4,1027.9,-20.3,0.0,NNW,1.9,Guanyuan,Musim Dingin,70.0
7535,2014,1,8,22,15.0,29.0,13.0,44.0,600.0,26.0,-2.5,1027.9,-19.4,0.0,NW,2.6,Guanyuan,Musim Dingin,60.0
7536,2014,1,8,23,17.0,36.0,14.0,37.0,600.0,33.0,-2.7,1027.7,-20.1,0.0,NW,1.7,Guanyuan,Musim Dingin,60.0
7537,2014,1,9,0,17.0,45.0,15.0,42.0,700.0,25.0,-3.4,1027.4,-21.1,0.0,WNW,2.2,Guanyuan,Musim Dingin,70.0
7538,2014,1,9,1,17.0,46.0,15.0,41.0,700.0,24.0,-3.3,1027.3,-23.7,0.0,NNW,4.1,Guanyuan,Musim Dingin,70.0
7539,2014,1,9,2,21.0,47.0,17.0,35.0,800.0,33.0,-3.7,1027.7,-24.0,0.0,NNW,3.0,Guanyuan,Musim Dingin,80.0
7540,2014,1,9,3,14.0,41.0,14.0,23.0,600.0,47.0,-4.3,1027.3,-24.5,0.0,NNW,3.1,Guanyuan,Musim Dingin,60.0
7541,2014,1,9,4,10.0,20.0,5.0,28.0,300.0,31.0,-4.6,1027.1,-24.2,0.0,NNW,2.0,Guanyuan,Musim Dingin,30.0
7542,2014,1,9,5,8.0,17.0,4.0,12.0,300.0,53.0,-5.6,1027.1,-24.5,0.0,NNW,1.7,Guanyuan,Musim Dingin,30.0
7543,2014,1,9,6,8.0,20.0,4.0,20.0,400.0,48.0,-5.7,1027.3,-24.1,0.0,NW,1.3,Guanyuan,Musim Dingin,40.0
7544,2014,1,9,7,7.0,18.0,3.0,28.0,500.0,39.0,-6.7,1027.9,-23.5,0.0,ESE,1.0,Guanyuan,Musim Dingin,50.0
7545,2014,1,9,8,7.0,18.0,3.0,47.0,600.0,19.0,-5.3,1028.5,-23.2,0.0,ENE,1.4,Guanyuan,Musim Dingin,60.0
7546,2014,1,9,9,10.0,26.0,4.0,41.0,700.0,25.0,-2.2,1028.2,-24.0,0.0,NE,1.9,Guanyuan,Musim Dingin,70.0
7547,2014,1,9,10,10.0,27.0,12.0,40.0,700.0,27.0,-1.3,1027.4,-24.7,0.0,NNE,1.6,Guanyuan,Musim Dingin,70.0
7548,2014,1,9,11,108.0,743.0,14.0,41.0,800.0,34.0,-0.9,1025.9,-26.0,0.0,ENE,1.6,Guanyuan,Musim Dingin,80.0
7549,2014,1,9,12,20.0,333.0,13.0,30.0,600.0,42.0,0.8,1024.4,-25.5,0.0,W,1.7,Guanyuan,Musim Dingin,60.0
7550,2014,1,9,13,10.0,211.0,3.0,15.0,400.0,59.0,1.2,1023.1,-25.2,0.0,N,2.6,Guanyuan,Musim Dingin,40.0
7551,2014,1,9,14,11.0,176.0,3.0,17.0,400.0,60.0,0.4,1023.0,-21.2,0.0,SSW,2.6,Guanyuan,Musim Dingin,40.0
7552,2014,1,9,15,17.0,171.0,13.0,32.0,600.0,50.0,-0.2,1023.0,-20.5,0.0,WSW,2.5,Guanyuan,Musim Dingin,60.0
